category,title,author,created_time,tid,topic,content
讨论咨询,[求助]国际会议是否真假，急求 15,沧海清风笑,2016-03-04,10040896,学术会议,"
求大侠帮我看一下 这个国际会议是真的还是假的
I came across your contribution “文章标题被删了“ published in the journal “Chemical Engineering Science” and thought it would be an excellent fit at International Conference on Industrial Chemistry on June 27-28, 2016 which is going to be held at New Orleans, USA. As such, I would like to inform you and your colleagues the opportunity to share your research based on your current research in Industrial Chemistry.

Industrial Chemistry 2016 conference aims in gathering renowned Industrial Chemists, Scientists, Professors and Research professionals across the globe under a single roof, where they discuss the research, achievements and advancements in the field. It also catalyzes for information exchange and networking between researchers and business entrepreneurs of diverse backgrounds for the advancement of Technology and Research in the field of Industrial Chemistry.

Industrial Chemistry 2016 International Conference is an excellent platform to discuss critically important research and to intensify collaborations and scientific research. To know more about the conference, Please follow the link? ?http://industrialchemistry.conferenceseries.com/? ???

Should you accept our invitation we request you to kindly send us your abstract. Our speaker slots are closing and hence we request you to kindly avail this opportunity to share your scientific excellences and be a part of expert gathering at New Orleans, USA.

Look forward to hearing from you.

Yours Sincerely,
Pravallika Kiyara
for Industrial Chemistry-2016
2360 Corporate Circle
Suite 400, Henderson | NV 89074-7722 | USA
Ph: +1-702-508-5200 Ext: 8047
E-mail: industrialchemistry@insightconferences.com"
讨论咨询,[求助]请有经验的大神帮我看看这个会议靠谱不 10,fei5122917,2016-03-16,10099207,学术会议,"
本人小硕 没投过会议论文，不知道这个会议收录的文章是否有刊号 求大神指点
http://emuch.net/bbs/viewthread.php?tid=10039570&fpage=1
2016 International Conference on Materials Science, Mechanical engineering and Intelligent Automation (MMI 2016)
2016届国际材料科学、机械工程及自动化国际会议（MMI 2016）"
讨论咨询,[求助][已完结]请问下ICMTMA2015靠谱吗？? ?(  1 2 ) (评阅+1),souap,2015-04-13,8791622,学术会议,"
请问下有投ICMTMA2015的朋友吗？这会议靠谱吗？"
讨论咨询,[求助]请问最近有没有跟管理科学相关的会议 4,xuemeihfut,2016-03-10,10070643,学术会议,"
请问最近有没有跟管理科学相关的会议，急着毕业，还望大家多多提供信息"
讨论咨询,[求助]这三个会议哪个靠谱些？(ICHSS2016)、SSCHD2016、MESS2016 5,粉色蓝天,2016-03-13,10083215,学术会议,"
第一个是：
2016 International Conference on Modern Education and Social??Science [MESS2016]
会议名称： 2016现代教育与社会科学国际会议
会议地点： 湖北武汉
会议网站： www.mess2016.org


第二个是：
Name： 2nd Annual International Conference on Social Science and Contemporary Humanity Development SSCHD2016

Date：July 15-17, 2016

Website: http://www.sschd2016.org/



最后一个是第二届人文和社会科学国际学术会议
http://www.ichss2016.com/





各路大神求助啊~~~~"
会议资源,[求助]2016能源，环境与自然资源国际会议(ICEENR2016)   会议投稿求助 10 (评阅+1),quanyun623,2016-03-05,10044593,学术会议,"
2016能源，环境与自然资源国际会议 (ICEENR2016) http://www.iceenr.com/??会议论文已录用??现在不知道这个会议怎么样? ?问他们属于国际会议? ?不能被EI检索??1800/篇 
??现在学校国际会议加10分? ? 国内会议5粉? ?而且会议老板不报? ?? ?求助万能的虫友！！"
会议检索,[求助]ISTP检索时间 1 (评阅+1),灵儿714,2012-05-06,4472718,学术会议,"
哪位前辈可以告知，会后多久，会议论文可以被ISTP检索？"
会议检索,[求助]请好心人帮看一下这个会议是否EI或ISTP检索 5 (评阅+1),NEUTLI,2013-04-03,5714669,学术会议,"
会议名称：11th International Symposium on Process Systems Engineering

找个题目短的例子：
论文题目：Uncertainty propagation in condensate stabilization column
作者：M. Askarian等

多谢了，如果清明节放假没上网，麻烦版主处理一下金币，认罚，哈哈"
会议检索,[求助][已完结]会议论文是否ISTP和EI检索,nandehutu9327,2015-04-21,8832165,学术会议,"
会议论文是否ISTP和EI检索：
Xu Gongxian, Liu Ying, Yu Chao, Su Dan, Bi-objective Optimization of a Continuous Biological Process, 2014 8th International Conference on Systems Biology, 230-234, Qingdao, China."
会议检索,[求助]山东工商学院举办的MSSE2010会议被ISTP检索了吗？ 2 (评阅+1),pengwuji18,2011-10-30,3762409,学术会议,"
由山东工商学院主办的，2010年8月6－8日在烟台举行的2010管理科学与安全工程国际会议，由英国ASG出版集团出版，会议结束已经1年多了，目前被ISTP检索了吗？"
讨论咨询,[求助][已完结]2009年东华大学的先进纤维材料国际会议的是否已经被ISTP收录,panweipanwei,2011-05-06,3159734,学术会议,"
东华大学2011年的先进纤维材料国际会议又在征稿了，我想问一下2009年的是否已经被ISTP收录
会议名称为：2009 International Conference on Advanced Fiber and Polymer Materials"
会议检索,[求助][已完结]会议论文是否ISTP和EI检索,nandehutu9327,2015-05-08,8904497,学术会议,"
会议论文是否ISTP和EI检索：
Xu Gongxian, Liu Ying, Yu Chao, Su Dan, Bi-objective Optimization of a Continuous Biological Process, 2014 8th International Conference on Systems Biology, 230-234, Qingdao, China."
会议检索,[求助][已完结]谁帮检索下会议文章是否ISTP检索,simonyin,2012-03-24,4293617,学术会议,"
Livestock Environment VIII
Iguassu Falls, Brazil
31 August – 4 September 2008

The Influence of Dietary Energy Concentration on Food Intake of Individually Housed Growing Pigs"
讨论咨询,[求助]翻译硕士可以考虑的国际会议 5 (评阅+1),Elainewatch,2016-02-22,9984240,学术会议,"
英语笔译研一小硕一枚，求助前辈们翻译硕士可以考虑投稿的国际会议？怎样衡量自己的水平能否被录？谢谢！"
会议检索,[求助][已完结]帮忙查查EI检索号，谢谢！,wanlilai0126,2016-03-15,10092324,学术会议,"
论文名称：Optical Design of Temperature self-adaptive Dual-field Infrared System
作者：LI Ming, HONG Li-juan, ZHANG Teng-peng
doi：10.1117/12.2197344
Pro. of SPIE Vol . 9767 967604-1

打电话问了说是有的卷已经出来了，有的卷没有。。。不知道我这个有没有出，麻烦好心人帮我查查"
会议资源,[求助]国家十一五，十二五重大新药创制重大专项所有的课题名称有哪些？ 100,zlyazh,2016-03-15,10092436,学术会议,"
急求国家“十一五”""十二五""重大新药创制重大专项的课题都有哪些？企业厂家不用，只需要课题名称"
会议检索,[求助][已完结]能否帮我查一下这篇论文有没有被EI检索？帮忙上传个截图，谢谢。,Carl581,2016-03-14,10090173,学术会议,"
题目：Measuring Geometrical Parameters of Non-standard Involute Spur Gears for Humanoid Massage Robot with Reverse Solution*

作者：Chengzhi Su, Fangchao Shao, Jian Liu, Yingying Sun, Jian Zhang"
会议资源,[求助][已完结]请教下关于学术会议的事情,Cristinao,2015-10-20,9514429,学术会议,"
大家好！我想向各位请教下关于会议的事情，一般在哪个网站上可以搜索与自己领域相关的会议？怎样去判断它的可靠性？谢谢热心的帮助！"
讨论咨询,[求助][已完结][关贴]ASME,花开看海,2015-10-21,9522059,学术会议,"
有谁知道怎么在ASME首页上找到与某一领域相关的按时间排列的文献？"
讨论咨询,[求助][已完结]2015工程热物理传热传质会议（大连）回执怎么没有发？,czzj771,2015-10-21,9520621,学术会议,"
会议10月31日开始，还有10天。怎么还没要求发回执过去？"
会议检索,[求助][已完结]会议论文EI检索求助,wyc1997,2013-05-04,5848283,学术会议,"
确认下，AMM313-314 EI检索了？"
会议检索,[求助][已完结]求助会议EI检索,六日于斯叶草,2013-09-28,6419207,学术会议,"
急死了，4月就开的会议，现在没信了，麻烦大虾帮忙查查我的这篇会议文章被EI检索了吗？有的话附个检索截图~~现在急用啊~~~当时明明说好被EI检索的~~~~
不胜感激~~~~

会议名称：2013第二届系统工程与建模国际会议(ICSEM-13)
时间：4月19-20 , 2013 
地点：北京 中国
文章题目：The Application of dynamic programming in the system optimization of
environmental problem
作者：Jingjing Zhao, Baoyou Liu and Fuxiang Wei"
讨论咨询,[求助][已完结]ICCC2015,Sheryl0155,2015-10-21,9519999,学术会议,"
第14届国际水泥化学大会（ICCC2015）会议论文收录在哪个杂志上"
讨论咨询,[求助][已完结]请问2015CCC多久能被EI检索,MrJinyuZhang,2015-09-26,9434672,学术会议,"
不知道Ei检索号什么时候能有，IEEE上能查到了，很焦急啊，今年七月底开完的会。不知道别的学校怎么样，假如答辩前检索不了，就得延期么？完全不懂"
讨论咨询,[求助][已完结]The Seventh POMS-HK International Conference 研一新虫求助,faanny,2015-10-20,9518138,学术会议,"
老师让实验室都投稿试一下，但是研一什么都不懂啊，现在有一篇比较想法好的中文论文，也符合主题，要求10.30之前交abstract，想找找模板也不知道从何下手，官网上也没有啊~~~求大神介绍一下经验
? ? 知道自己经验不足，也不奢望能中，但是希望借这个机会了解一下相关过程，谢谢啦
? ? 会议介绍在这里??http://www.lms.polyu.edu.hk/pomshk2016/index.htm"
会议资源,[求助][已完结]求微波无源器件方面的中文会议,zypnuaa,2015-10-20,9517387,学术会议,"
滤波器方面，求一些可以发的中文会议，求各位指导下~~~"
讨论咨询,[求助][已完结]有人投CNIS 2014这个会议吗？有偿求助！急急急！ (评阅+1),haiou_77,2014-12-04,8252348,学术会议,"
有人投CNIS2014这个会议吗？由于没去参会，一直没有拿到会议论文集，最近突然联系不上主办方了，感觉是诈骗集团啊！有人对这个会议有了解吗？
由于个人原因，急需论文集等证明材料，如果有朋友去参会了拿到了论文集，可不可以发一份给我！人格担保！绝对有偿求助！！！拜托大家帮帮忙！！！"
会议资源,[求助] [已完结][关贴]求下载一篇会议论文,dantin90,2015-10-20,9516002,学术会议,"
这是2000年 International Conference on Mechanical Design and Production 会议上的一篇文章，希望有资源的朋友能帮帮忙共享一下，多谢！！！"
讨论咨询,[求助] [已完结]SCICT会议如何,718691808,2014-03-18,7133301,学术会议,"
有谁知道SCICT会议如何"
讨论咨询,[求助][已完结]International Conference on Industrial Engineering and system management 求助,zzuzrx,2015-10-20,9515729,学术会议,"
请问有人去开在西班牙塞维利亚召开的国际工业工程与系统管理大会International Conference on Industrial Engineering and system management (IESM2015)吗？有事想交流下，希望各方人士帮助，谢谢！"
讨论咨询,[求助][已完结]求英文学术会议常用口语,lgjllgb,2015-10-19,9512978,学术会议,"
这是我的第一次英文口头报告，有点紧张。请问哪位同学有学术会议的一些常用语，麻烦分享一下。是给普通报告人用的，不是大会主持人用的。例如，开场白，结束语等。谢谢大家！

[ 发自小木虫android客户端 ]"
会议资源,[求助][已完结]求2015年12月到2016年5月中，国外的有关热处理或者轴承或者摩擦会议，重谢,l494063470,2015-10-19,9513005,学术会议,"
如题"
会议资源,[求助][已完结]有没有中ACM MM 2015的啊？请教几个问题，并且希望同去开会！ (评阅+1),hnsfdxth,2015-07-08,9144534,学术会议,"
有没有中ACM MM 2015的啊？请教几个问题，并且希望同去开会！
这几个问题是：怎么准备终稿？比如怎么写Categorise and Subject Descriptors， 怎么写General Terms, 怎么写DOI等等，尽量详细，最好留下联系方式以供交流！"
讨论咨询,[求助][已完结][关贴]谁有Matlab软件,JanyLau,2015-10-18,9508697,学术会议,"
各位大神好，小弟写论文要用到Matlab软件，但是找不到能用的，求帮忙，谢谢。"
会议检索,[求助][已完结]帮忙查一下该会议是否已被检索，谢谢！,阿君思密达,2015-09-07,9355627,学术会议,"
《Calculation and Experiment of Vibration of Droplet Subjected to Pulse Electric Field in Emulsified Oil》国际会议Applied Mechanics and Materials, ICEMEE"
会议资源,[求助][已完结]JIMET 2015  和  IFMMS 2015 有一起投的吗,厦门黄伯士,2015-10-18,9508793,学术会议,"
都是atlantis出版社，都可能 EI/ISTP检索"
会议资源,[求助][已完结]求 优秀国际学术会议poster 模板,大啄木鸟,2014-04-06,7228231,学术会议,"
近期要参加学术会议，做个poster。但是在小木虫检索里的资源多数已失效，特求助虫友有没有优秀的模板资源，谢谢"
其他,[求助][已完结][关贴]LIBS成像系统问题,释怀旧时光,2015-10-18,9507343,学术会议,"
在LIBS中增加了一个ICCD的成像系统，成像系统中参数设置外触发时就不能成像。必须设置成内触发这是为什么？"
参会经验,[求助][已完结]有人参加今年12月份的BICT 2015会议,ares_lu,2015-10-17,9505644,学术会议,"
有人参加过BICT (9th EAI International Conference on Bio-inspired Information and Communications Technologies (formerly BIONETICS))会议吗？
参加国际会议都有哪些注意事项？办签证一般得多长时间？"
会议检索,[求助][已完结]ISTP检索求助,tigeer,2015-10-08,9466097,学术会议,"
Paper Title: Study on Mobile Network System Based on Moodle Platform 
Authors: Hai Hua, Min Yao 
Periodical ：Applied Mechanics and Materials (Volumes 644-650)"
讨论咨询,[求助][已完结]怎样制作国际会议口头汇报的PPT？ (评阅-7),吓吓虫,2011-08-12,3478554,学术会议,"
Boss 要在国外参加一个国际学术会议，还要作一个口头汇报，让我帮她制作一个汇报的PPT，现在没头绪，不知道该怎么制作，希望有经验的给指导下，谢谢了。

[ Last edited by 200510801206 on 2011-8-13 at 13:25 ]"
会议检索,[求助] [已完结][关贴]跪求一篇会议论文的全文，谢谢了！,郎击天雅,2015-10-16,9500826,学术会议,"
Accession number: 20153801284883
Title: Experimental study of laser quenching based on resonant scanner
Publication year: 2015
ISBN-13: 9781138026445
Conference name: 2014 International Conference on Future Information Engineering and Manufacturing Science, FIEMS 2014
Conference code: 113879
Publisher: CRC Press/Balkema

各位，有篇会议论文，已经被EI收录（见上文），但一直不得法而找不到论文的全文（见附图），现求大家帮忙，非常谢谢了！


1.png"
讨论咨询,[求助]有谁听说过ASEI2014的会议? ?(  1 2 3 4 )  4,jackwzg007,2014-09-22,7931154,学术会议,"
有谁听说过ASEI2014的会议，收款方是北京东方华光文化交流公司，说是文章发表在国际EI期刊上，版面费好贵的。
会议地址是：http://www.asei-conf.org/
大家帮忙给甄别一下。"
会议检索,[求助][已完结]求助！以下两本论文集是否被EI ISTP检索！,克雷斯,2015-08-11,9263323,学术会议,"
第一个：IEEE，ISBN：978-1-4799-8367-4

第二个，ATLANTIS，ISSN：2352-5401"
会议检索,[求助][已完结]求大神查看论文是否被检索,tigeer,2015-10-14,9493151,学术会议,"
大神们，求帮忙，查查是否被EI、ISTP检索了，谢谢，谢谢啊
论文名：Constructive research of Moodle-based mobile network teaching system
作者：Min Yao

论文集：Future Information Engineering and Manufacturing Science

Proceedings of the 2014 International Conference on Future Information Engineering and Manufacturing Science (FIEMS 2014), June 26-27, 2014, Beijing, China

Edited by Dawei Zheng

CRC"
讨论咨询,[求助][已完结]3pgcic 2014论文发表,jingy11,2015-04-04,8753190,学术会议,"
有没有人参加了3pgcic2014会议，文章推荐到IJICT期刊的？进度如何？没有消息了……

[ 发自手机版 http://emuch.net/3g ]"
会议资源,[求助][已完结]2015年AIChE年会,葫芦娃DODO,2015-10-07,9464018,学术会议,"
急求啊！要去参加AIChE年会，但是PPT还木有做，网上搜说应该会议有自己的ppt模板，但是我没有找到，有参加过会议的大神有模板吗？急求啊！！！！！！"
讨论咨询,[求助][已完结][关贴]MATLAB问题，求大神解答,寒冰馨然,2015-10-14,9494545,学术会议,"
谁有求解柱面近声场全息，声压声速的相关程序？因为根据汉克尔函数有全息面声压求解任意面声压不太理解（汉克尔函数的阶数问题），所以想求一些简单的柱面声场的程序，Williams编的那本书上的就可以

[ 发自小木虫android客户端 ]"
会议检索,[求助][已完结]2015年下半年的会议 哪些确保能被EI检索？? ?(  1 2 ),pingdan,2015-09-09,9368552,学术会议,"
求曾投过论文、参加过上一届会议的学长给点建议
谢谢"
参会经验,[求助][已完结]icce消费电子http://www.icce.org/可以不去参会吗？或者作者不去参会他人代去可以吗？,madgd,2015-10-14,9494021,学术会议,"
问题如标题

虽然水水的，但是也是一篇论文，担心不去参加会不予发表。。可是去参会实在太贵了，又不能报销

小弟小菜鸟一个，求各位前辈指点"
其他,[求助][已完结]今明两年高校召开的学术会议， 论文能被EI检索的有哪些？,pingdan,2015-09-12,9378611,学术会议,"
怎么查找，谢谢!"
讨论咨询,[求助]ICSMA2013在深圳举行，这个会议怎么样？ 3,风吹头飞扬,2013-11-20,6640804,学术会议,"
硕士毕业需要文章，差篇核心，这个会议说是可以EI索引，是不是能达到要求？
这个会议不是是个坑吧？请大神指教
2013 International Conference on Sensors, Mechatronics and Automation
http://www.icsma2013.org/Index.asp"
讨论咨询,[求助][已完结][关贴]低碳钢腐蚀电化学阻抗谱,peipeiziran,2015-10-14,9491784,学术会议,"
各位虫友，烦请帮忙。最近测试了一个电化学阻抗谱nyquist图显示高频呈短直线，低频呈大圆弧，如果不放大坐标，显示的是一段不完整的圆弧样式，最高点都没出来，这种情况是为什么？高频一般不是应该有半圆或圆弧的吗？多谢诸位~~~~欢迎探讨~~·"
会议检索,[求助][已完结]2013年材料科学与环境工程国际会议（MSEE 2013）能被EI检索么到底? ?(  1 2 ),zyrzmw,2014-02-26,7023371,学术会议,"
有人参加2013年8月17-18号在武汉召开的2013年材料科学与环境工程国际会议（MSEE 2013）吗？我当时只投了论文没有参会，后来给我寄来一本论文集，印刷非常粗糙，当时网站上写着能被EI检索，可是这都半年过去了，我还是没在EI上搜到。给当时的邮箱发信也没人回复，打联系电话说已经停机，是不是被骗了啊？有知道情况的么？能不能说一下。谢谢！"
会议检索,[求助][已完结]请求帮助查询三篇文章的EI/SCI/ISTP收录情况，谢谢。,elitefrank,2015-08-18,9285103,学术会议,"
1.The petrochemical park fire safety planning study based on fire risk analysis，2012 International Conference on Energy and Environmental Protection? ? ? ? 2012.8 
2. Petrochemical plant multi-objective and multi-stage fire emergency management technology system based on the fire risk prediction? ? ? ? The 9th Asia-Oceania Symposium on Fire Science and Technology，Procedia Engineering 12/2013; 62:1104-1111. DOI: 10.1016/j.proeng.2013.08.167? ? ? ? 2013.10
3. Fire risk forecast and early warning technology for large oil and gas storage & transport tank areas, Advanced Materials Research Vols.726-731(2013)P 4654-4659.? ? ? ? 2013.8"
会议检索,[求助][已完结]求帮忙查看论文是否被检索,yuki-kyou,2015-09-01,9337834,学术会议,"
题目：Research of routing algorithm based on levels for wireless sensor networks
作者：Meng-Jiao Wang & Yong-Zhen Li*
Electronics, Communications and Networks IV – Hussain & Ivanovic (eds)
? 2015 Taylor & Francis Group, London, ISBN: 978-1-138-02830-2
帮忙查看有没有被EI检索或者是SCI检索，谢谢帮忙！"
会议检索,[求助][已完结]open mechanical engineering journal的目前检索进度 (评阅+1),人与野兽,2015-10-12,9483996,学术会议,"
亲们，有谁知道open mechanical engineering journal的目前检索进度是多少卷啊？？"
会议检索,[求助]悬赏20金，求查三篇论文EI和ISTP检索情况 30,bolt1205,2015-06-18,9073810,学术会议,"
各位大神：求助，请帮忙查查下面三篇论文是否被EI和ISTP收录。请贴图。
论文1：Study on the Heat Treatment Process by using Residual Heat after Forging of Steel 40MnB
Liangzhi Zhang,Han Zhang
论文2：Using the Vacuum Ion Nitriding Process to Improve the Quality of 38CrMoAIA Cylinder
Liangzhi Zhang,Han Zhang,Linyao Ding
论文3：Control System Design and Precision Analysis of the Spring Testing Machine
Han Zhang,Liangzhi Zhang,Yanmei Lei

[ 发自手机版 http://emuch.net/3g ]"
会议检索,[求助][已完结]ei检索号,solutude,2015-10-12,9481505,学术会议,"
An Optimization Method for Inverse Kinematics of a 7-DOF Redundant Manipulator? ?
麻烦查一下这篇是否被EI或ISTP检索？假如检索的话，能否帮查一下检索号。
An Analytic and Optimal Inverse Kinematic Solution for a 7-DOF Space Manipulator
这篇是14年的，能否查一下是否被EI检索，假如检索的话，能否帮查一下检索号。


谢谢了。

[ 发自小木虫android客户端 ]"
其他,[求助][已完结][关贴]11月份在美国盐湖城举办的AICHE（美国化学工程师年会），想联系同行的,一切OK,2015-10-13,9490433,学术会议,"
今年11月份在美国盐湖城举办的AICHE（美国化学工程师年会），想联系同行的。谢谢！"
其他,[求助][已完结]求伙伴，有没有去参加 2015年12月份澳大利亚APSRC会议的同学们？,dww046,2015-10-13,9490311,学术会议,"
求伙伴，有没有去参加 2015年12月份澳大利亚APSRC会议的同学们？想寻国内去开会的同学和我结伴去。"
会议资源,[求助][已完结]谁有ACAI 2012会议论文集啊，急求帮忙,panda0824,2015-10-13,9487742,学术会议,"
本人有一篇会议文章收进acai 2012的论文集里了，现在需要论文集的封面、目录和文章首页，我的好像是第六卷或者比较后面的几卷，我记不太清了，我的论文集找不到了。不知道有没有也参加过acai 2012的同学，还有论文集的，帮一下忙啊，感激不禁啊。。。。。"
参会经验,[求助]先进工程材料与技术国际学术会议（ICAEMT）靠谱么？怎么能确定是否能被EI检索？? ?(  1 2 )  3,eastsunsun,2013-03-22,5656927,学术会议,"
如题，最近想参加“先进工程材料与技术国际学术会议ICAEMT”，这个会议靠谱么？第一次要投稿会议，现在国际会议很多，怎么能事先确定该会议是否能被EI检索呢？单纯靠主办方的承诺可以么？这次的主办方说一定没问题。。。"
讨论咨询,[求助][已完结]有参加ASME会议IDETC/CIE 2015 的童鞋吗，美国波士顿.,sdut,2015-07-25,9205583,学术会议,"
有参加ASME会议IDETC/CIE 2015 的童鞋吗，美国波士顿，8月份，求组团！我从北京出发，请站内发信息啊！"
会议检索,[求助][已完结]关于ACAI这个会议，大家帮帮忙啊！? ?(  1 2 ),yingxin967,2012-02-24,4153686,学术会议,"
ACAI 2012 http://www.acaiconf.org/ 这个会议投稿截止时间延后至2月20日了，我的一篇论文今天也被Accepted，我不知道能不能被EI检索啊。
是不是所有的EI检索的会议在http://www.ieee.org/conferences_events/index.html#roll 这个网站都能查到呢，不过这个会议按时间查找没有啊，闹心呢，各位帮帮忙。"
其他,[求助][已完结]请问有没有参加ICCIP 2012（葡萄牙）或者即将参加ACAI 2012（厦门）的同学？,linlan37,2012-03-22,4286352,学术会议,"
求助啊！
有没有3月初参加ICCIP 2012（葡萄牙）的同学？
或者3月底ACAI 2012（厦门）的同学？
想借论文集复印一下，可金币或适量现金酬谢！
着急，等邮寄太晚了！
多谢多谢！
请回帖联系，若不常上小木虫，请留下常用联系方式。
万分感谢！"
会议检索,[求助][已完结]求帮助查询论文是否被EI或ISTP收录,zhangkp,2015-10-12,9485979,学术会议,"
1.Numerical simulation of the influence of gear rotation speed on the gear pump flow field
2.Simulation on the temperature field of milling roller using Fluent software"
其他,[求助][已完结][关贴]空间耦合码,zh-yan-yan,2015-10-13,9486179,学术会议,"
有谁能帮忙指点一下，什么是空间耦合码？"
会议检索,[求助][已完结]求助大神这几篇是否被istp，ei检索,mage9162,2015-10-12,9483051,学术会议,"
yang zhijun ，Private higher education development and private higher education ethics，Scientific Research Publishing,USA，362-363，2011-12，ISTP检索

yang zhijun ，New Exploration of Teaching Cultivation of Ethics and Fundamentals of Law and its Influence on Freshmen’s Adaptation to University，Education??Research，165-168，2012-7，ISTP检索

yang zhijun ，The Construction of Managerial System of Employment for Independent College Students，Education??Research，63-68，2012-7，ISTP检索

yang zhijun ，On the Education of Eco-Economy Consciousness of College Students and Guide of Their Ecological Consumption Behavior in the Background of Eco-Economy，IEEE，96-97，2012-6，ei检索"
会议资源,[求助][已完结]2014年创新中药及植物药国际高峰论坛,Rainy林,2015-10-08,9469204,学术会议,"
亲们，有谁参加2014年创新中药及植物药国际高峰论坛会议的？在江西南昌举行的。是否有会议论文电子版的。光盘里面的。纸质版的都不是。可以传送一份给我么？我的邮箱是596546643@qq.com。谢谢。麻烦了。请尽快。"
讨论咨询,[求助][已完结]IROS2015 Travel Grant求助,bruce198,2015-10-12,9483408,学术会议,"
论坛有没有人获得了IROS 2015的旅费资助？关于支票的问题想请教，谢谢！"
讨论咨询,[求助][已完结][关贴]milcom2015求代讲,yocoa,2015-10-12,9483360,学术会议,"


[ Last edited by Paulwolf on 2015-11-10 at 15:23 ]"
讨论咨询,[求助][已完结]想咨询一下2015年高分子年会的事宜！！！,xumumu,2015-10-10,9478697,学术会议,"
我没赶上会议注册，没交上钱，请问会议支持现场注册吗？注册不了有什么办法蹭会吗？"
会议资源,[求助][已完结]求助！！急求最近能够投稿的复合材料和纳米领域被SCI收录的会议有什么？？,α永远爱β,2015-10-12,9482606,学术会议,"
本人为研究金属基纳米复合材料的硕士生，因毕业要求，急求最近能够投稿的被SCI收录的会议。领域为复合材料领域或者纳米领域都行。
感激感激啊！！！！！！！！！！！！"
参会经验,[求助][已完结]求酿酒分子生物学、微生物的会议或者培训如何查询并参加,crjtina,2015-10-12,9481958,学术会议,"
请问有知道关于酿酒微生物、分子生物学类似的学术会议、培训会议怎么查找参与的吗"
讨论咨询,[求助][已完结]有人投了2015年的ISNN会议吗？ (评阅+1),yang05,2015-06-23,9085749,学术会议,"
投了2015年的ISNN会议，这几天给我发了邮件，这是发给我的邮件，这意思是接受了吧？不太清楚啊，好像是让我改格式，但是LaTex还有 RTF是什么格式啊？不太懂啊，另外，有一起去的人吗？大家讨论一下啊

You have already received the comments by the reviewers in a previous
email. Please take them carefully into account when preparing your
camera-ready paper for the proceedings. The final paper and the
signed copyright form are due on

? ?July 15, 2015

This is a firm deadline for the production of the proceedings.

1. FINAL PAPER: Please submit the files belonging to your
camera-ready paper using your EasyChair author account. Follow the
instructions after the login for uploading two files:

? ?(a) either a zipped file containing all your LaTeX sources
? ?? ? or a Word file in the RTF format, and
? ?(b) PDF version of your camera-ready paper.

The page limit given in this letter is strict.
Please follow strictly the author instructions of Springer-Verlag
when preparing the final version:

? ?http://www.springer.de/comp/lncs/authors.html"
讨论咨询,[求助][已完结]会议注册要上传Student Card，指的是什么？ (评阅+1),lesunjt,2015-06-23,9084565,学术会议,"
本人准备参加ICEMS2015，注册时有一项是上传Student Card。这个指什么？怎么获得？求各位大神指教！"
会议检索,[求助][已完结]好心人帮忙查询下是否被检索，谢谢！,ma_liang_zz,2015-10-11,9479120,学术会议,"
论文题目：The Air Defense of Ship Formation Decision-making Optimization
会议：MEIC"
参会经验,[求助][已完结]韩国 釜山 11月1日IEEE 会议  签证所需的高校固有编号证  英文或韩文 表达,博士_14,2015-09-30,9448789,学术会议,"
求助！

我是大连的，在办理去韩国的签证，属于去参加国际会议的签证，需要韩国高校那边提供一个 固有编号证，但是不知道怎么和韩国高校那表达，
有大神们知道这个固有编号证的英文表达 或者 韩语表达吗？??如果有 电子版 照片样本就最好啦！

多谢多谢！

本人英语不好，欢迎同行伙伴"
会议检索,[求助][已完结]看这篇文章是否ei或者istp检索,kkkkkkk凯,2015-10-08,9467248,学术会议,"
Path planning of Robot Based on Ant Colony Algorithm

[ 发自手机版 http://emuch.net/3g ]"
讨论咨询,[求助][已完结]要去参加Siggraph Asia 2015，在日本，大会不提供身元保证书怎么办,ljc91122,2015-09-23,9424268,学术会议,"
中了一篇文章，要去参加Siggraph Asia 2015，在日本神户举行。
赴日签证需要三书（身元保证书，招聘理由书，停留日程表），大会只提供invitation letter，
没法签证啊，怎么办~
另有在北京同去的同学欢迎联系~"
讨论咨询,[求助][已完结]Milcom求代读,catkingxxf,2015-10-09,9472326,学术会议,"
RT，求好心同学帮忙，报酬什么的好说~
有意者请加q303717870，不胜感激！"
讨论咨询,[求助][已完结]2015年12.19在成都举行的ICMT-J会议怎么样？,zhangqs2014,2015-09-30,9448675,学术会议,"
最近投了一个会议，见网址：http://www.icmt-j.org/。不知道怎么样，然后现在已经到了需要注册缴费的阶段，这个出版社也没怎么听过，不知道好不好。
请现在跟我一样纠结的虫友给我指条明路，探讨一下，扣扣104021641，谢谢。"
讨论咨询,[求助][已完结]北京地球科学年会如何？有参加的吗？,sunsy2310,2015-10-08,9465581,学术会议,"
10月10号在北京召开地球科学年会，各位有参加的吗？这个会议如何？

都有什么大牛去？"
讨论咨询,[求助][已完结]某某学会的某某专业委员会召开的会议算全国性会议吗？,lishuang3813,2015-10-10,9474665,学术会议,"
评比奖学金，想问问大家学校是怎么算的。"
会议检索,[求助][已完结]EI检索求助：Design of an Intelligent Home System Based on Linux and Qt? ?(  1 2 ),qingglory,2014-06-27,7585627,学术会议,"
哪位有空再帮我看一下这篇是否检索啊：Design of an Intelligent Home System Based on Linux and Qt谢谢啊
或者看看ICMRA 2014会议已经检索了多少篇了啊，我是被漏检的"
